airline,overall_rating,review_date,traveller_type,cabin,departure_date,seat_comfort,cabin_service,food_bev,entertainment,ground_service,value_for_money,recommended
Turkish Airlines,9,23-03-2018,Family Leisure,Business Class,01-03-2018,4,5,4,4,4,5,yes
Turkish Airlines,2,19-03-2018,Solo Leisure,Business Class,01-01-2018,2,4,2,4,1,2,no
Turkish Airlines,9,17-03-2018,Business,Business Class,01-03-2018,5,4,5,5,4,5,yes
Turkish Airlines,8,17-03-2018,Couple Leisure,Economy Class,01-02-2018,3,3,5,5,5,3,yes
Turkish Airlines,5,15-03-2018,Solo Leisure,Economy Class,01-02-2018,5,5,5,5,5,1,no
Turkish Airlines,1,13-03-2018,Business,Business Class,01-03-2018,2,3,4,3,1,1,no
Turkish Airlines,8,08-03-2018,Solo Leisure,Business Class,01-02-2018,5,4,4,4,5,5,yes
Turkish Airlines,9,08-03-2018,Solo Leisure,Economy Class,01-02-2018,5,4,4,4,5,5,yes
Turkish Airlines,1,05-03-2018,Solo Leisure,Economy Class,01-03-2018,1,1,2,2,1,2,no
Turkish Airlines,7,02-03-2018,Solo Leisure,Business Class,01-09-2017,3,4,5,3,4,4,yes
Turkish Airlines,3,26-02-2018,Solo Leisure,Economy Class,01-02-2018,1,1,3,3,2,2,no
Turkish Airlines,9,26-02-2018,Solo Leisure,Business Class,01-02-2018,4,4,4,4,3,3,yes
Turkish Airlines,8,25-02-2018,Solo Leisure,Economy Class,01-02-2018,4,4,4,4,4,4,yes
Turkish Airlines,3,25-02-2018,Family Leisure,Business Class,01-02-2018,5,4,5,5,1,3,no
Turkish Airlines,9,25-02-2018,Family Leisure,Economy Class,01-02-2018,5,5,5,5,3,5,yes
Turkish Airlines,10,18-02-2018,Couple Leisure,Business Class,01-01-2018,5,5,5,5,5,5,yes
Turkish Airlines,1,18-02-2018,Business,Economy Class,01-02-2018,1,2,2,1,1,1,no
Turkish Airlines,8,14-02-2018,Solo Leisure,Economy Class,01-02-2018,3,4,4,3,4,5,yes
Turkish Airlines,10,08-02-2018,Business,Economy Class,01-02-2018,4,5,5,5,4,5,yes
Turkish Airlines,1,05-02-2018,Business,Economy Class,01-01-2018,2,1,1,1,1,1,no
Turkish Airlines,9,01-02-2018,Couple Leisure,Business Class,01-01-2018,5,5,5,4,3,5,yes
Turkish Airlines,8,31-01-2018,Solo Leisure,Economy Class,01-01-2018,3,4,5,5,5,4,yes
Turkish Airlines,4,28-01-2018,Couple Leisure,Economy Class,01-01-2018,2,2,3,3,3,3,no
Turkish Airlines,1,28-01-2018,Solo Leisure,Economy Class,01-01-2018,1,1,1,1,1,1,no
Turkish Airlines,2,24-01-2018,Solo Leisure,Economy Class,01-01-2018,1,3,2,1,5,5,no
Turkish Airlines,2,24-01-2018,Solo Leisure,Business Class,01-01-2018,2,3,3,3,1,3,no
Turkish Airlines,10,21-01-2018,Solo Leisure,Business Class,01-11-2017,4,5,5,5,5,5,yes
Turkish Airlines,9,20-01-2018,Business,Economy Class,01-01-2018,4,5,5,4,3,5,yes
Turkish Airlines,1,20-01-2018,Couple Leisure,Economy Class,01-01-2018,1,1,2,2,1,1,no
Turkish Airlines,1,16-01-2018,Business,Business Class,01-01-2018,4,4,2,3,1,1,no
Turkish Airlines,10,13-01-2018,Couple Leisure,Economy Class,01-01-2018,4,5,5,5,4,5,yes
Turkish Airlines,10,10-01-2018,Solo Leisure,Economy Class,01-01-2018,5,5,5,5,5,5,yes
Turkish Airlines,10,10-01-2018,Solo Leisure,Economy Class,01-01-2018,4,5,5,5,5,5,yes
Turkish Airlines,7,08-01-2018,Family Leisure,Business Class,01-12-2017,4,3,3,1,4,5,yes
Turkish Airlines,10,03-01-2018,Family Leisure,Economy Class,01-12-2017,4,5,5,5,4,5,yes
Turkish Airlines,4,31-12-2017,Business,Economy Class,01-12-2017,3,3,3,4,1,3,no
Turkish Airlines,4,29-12-2017,Solo Leisure,Economy Class,01-12-2017,3,1,2,2,1,2,no
Turkish Airlines,6,25-12-2017,Business,Business Class,01-12-2017,4,3,3,4,2,3,no
Turkish Airlines,3,24-12-2017,Family Leisure,Economy Class,01-12-2017,1,2,2,3,1,1,no
Turkish Airlines,3,24-12-2017,Family Leisure,Business Class,01-12-2017,2,3,2,1,1,2,no
Turkish Airlines,2,24-12-2017,Couple Leisure,Economy Class,01-12-2017,2,2,1,1,1,2,no
Turkish Airlines,1,20-12-2017,Solo Leisure,Economy Class,01-12-2017,1,2,1,1,1,1,no
Turkish Airlines,1,18-12-2017,Family Leisure,Economy Class,01-12-2017,1,1,1,2,1,1,no
Turkish Airlines,2,16-12-2017,Business,Economy Class,01-12-2017,4,2,4,4,1,2,no
Turkish Airlines,9,15-12-2017,Business,Business Class,01-11-2017,4,5,5,3,4,5,yes
Turkish Airlines,9,15-12-2017,Business,Business Class,01-11-2017,5,5,5,4,4,4,yes
Turkish Airlines,9,13-12-2017,Couple Leisure,Economy Class,01-12-2017,4,5,5,5,4,5,yes
Turkish Airlines,3,13-12-2017,Business,Economy Class,01-12-2017,1,1,2,1,1,1,no
Turkish Airlines,1,12-12-2017,Couple Leisure,Economy Class,01-01-2017,3,4,3,4,1,3,no
Turkish Airlines,8,12-12-2017,Couple Leisure,Business Class,01-12-2017,4,4,2,4,4,4,yes
Turkish Airlines,1,10-12-2017,Business,Business Class,01-12-2017,2,1,2,2,1,2,no
Turkish Airlines,3,07-12-2017,Solo Leisure,Economy Class,01-08-2017,2,4,2,2,1,3,no
Turkish Airlines,2,03-12-2017,Family Leisure,Economy Class,01-11-2017,4,2,1,4,1,1,no
Turkish Airlines,7,03-12-2017,Couple Leisure,Business Class,01-11-2017,4,4,2,1,5,3,yes
Turkish Airlines,3,02-12-2017,Business,Economy Class,01-12-2017,1,2,3,2,1,2,no
Turkish Airlines,7,01-12-2017,Solo Leisure,Economy Class,01-11-2017,4,3,4,4,3,4,yes
Turkish Airlines,1,29-11-2017,Family Leisure,Business Class,01-08-2017,4,4,3,5,1,1,no
Turkish Airlines,8,29-11-2017,Couple Leisure,Business Class,01-11-2017,4,5,4,4,3,4,yes
Turkish Airlines,6,27-11-2017,Business,Economy Class,01-11-2017,4,5,4,5,1,3,yes
Turkish Airlines,1,23-11-2017,Solo Leisure,Economy Class,01-11-2017,1,1,4,4,1,2,no
Turkish Airlines,9,20-11-2017,Business,Economy Class,01-10-2017,5,5,5,5,5,5,yes
Turkish Airlines,8,20-11-2017,Solo Leisure,Economy Class,01-11-2017,5,5,5,5,5,5,yes
Turkish Airlines,9,17-11-2017,Solo Leisure,Business Class,01-11-2017,4,5,5,4,3,5,yes
Turkish Airlines,8,14-11-2017,Family Leisure,Economy Class,01-10-2017,4,4,4,3,4,4,yes
Turkish Airlines,7,09-11-2017,Business,Business Class,01-10-2017,4,5,3,3,2,3,yes
Turkish Airlines,10,08-11-2017,Family Leisure,Economy Class,01-09-2017,3,5,4,3,2,5,yes
Turkish Airlines,8,07-11-2017,Couple Leisure,Business Class,01-10-2017,5,5,5,5,2,5,yes
Turkish Airlines,10,06-11-2017,Family Leisure,Economy Class,01-07-2017,5,5,5,5,4,5,yes
Turkish Airlines,7,06-11-2017,Solo Leisure,Economy Class,01-10-2017,3,1,4,4,4,4,yes
Turkish Airlines,6,06-11-2017,Couple Leisure,Business Class,01-11-2017,4,4,4,3,1,4,yes
Turkish Airlines,2,05-11-2017,Family Leisure,Economy Class,01-10-2017,2,2,2,2,1,1,no
Turkish Airlines,8,31-10-2017,Couple Leisure,Business Class,01-10-2017,5,5,3,4,4,4,yes
Turkish Airlines,9,30-10-2017,Couple Leisure,Business Class,01-10-2017,5,5,5,3,4,5,yes
Turkish Airlines,2,26-10-2017,Couple Leisure,Economy Class,01-10-2017,2,1,1,2,1,2,no
Turkish Airlines,7,22-10-2017,Business,Business Class,01-10-2017,4,5,3,2,4,3,yes
Turkish Airlines,3,21-10-2017,Business,Business Class,01-10-2017,2,3,4,2,1,1,no
Turkish Airlines,4,19-10-2017,Couple Leisure,Economy Class,01-10-2017,1,3,4,3,1,2,no
Turkish Airlines,4,19-10-2017,Business,Business Class,01-10-2017,2,3,3,3,1,2,no
Turkish Airlines,8,18-10-2017,Solo Leisure,Business Class,01-10-2017,4,5,4,5,4,4,yes
Turkish Airlines,8,14-10-2017,Business,Economy Class,01-11-2016,4,4,4,3,4,3,yes
Turkish Airlines,8,14-10-2017,Business,Economy Class,01-11-2016,4,4,4,4,3,3,yes
Turkish Airlines,9,13-10-2017,Solo Leisure,Business Class,01-08-2017,4,5,5,5,3,4,yes
Turkish Airlines,10,13-10-2017,Solo Leisure,Business Class,01-08-2017,4,5,5,5,3,4,yes
Turkish Airlines,7,05-10-2017,Business,Business Class,01-09-2017,4,4,3,3,4,3,yes
Turkish Airlines,1,04-10-2017,Couple Leisure,Economy Class,01-10-2017,3,3,3,4,1,1,no
Turkish Airlines,10,03-10-2017,Couple Leisure,Economy Class,01-09-2017,5,5,5,5,3,4,yes
Turkish Airlines,1,02-10-2017,Family Leisure,Economy Class,01-07-2017,4,4,4,5,1,1,no
Turkish Airlines,1,29-09-2017,Family Leisure,Business Class,01-09-2017,4,3,3,3,1,1,no
Turkish Airlines,10,28-09-2017,Business,Business Class,01-09-2017,5,5,5,5,5,5,yes
Turkish Airlines,3,25-09-2017,Solo Leisure,Economy Class,01-09-2017,3,3,3,4,2,3,no
Turkish Airlines,4,24-09-2017,Solo Leisure,Economy Class,01-09-2017,2,1,1,2,2,2,no
Turkish Airlines,6,24-09-2017,Business,Business Class,01-09-2017,4,3,2,2,4,2,yes
Turkish Airlines,1,18-09-2017,Business,Economy Class,01-08-2017,1,1,1,1,2,1,no
Turkish Airlines,6,16-09-2017,Solo Leisure,Economy Class,01-09-2017,3,3,3,5,3,3,yes
Turkish Airlines,6,15-09-2017,Solo Leisure,Economy Class,01-09-2017,2,3,4,5,3,3,yes
Turkish Airlines,3,09-09-2017,Solo Leisure,Economy Class,01-09-2017,1,1,2,4,1,3,no
Turkish Airlines,8,07-09-2017,Business,Business Class,01-09-2017,5,4,4,4,5,4,yes
Turkish Airlines,2,06-09-2017,Business,Economy Class,01-08-2017,3,3,3,3,1,1,no
Turkish Airlines,7,03-09-2017,Couple Leisure,Business Class,01-08-2017,4,2,3,4,3,4,yes
Turkish Airlines,1,29-08-2017,Solo Leisure,Economy Class,01-08-2017,1,1,1,2,1,1,no
Turkish Airlines,9,29-08-2017,Couple Leisure,Business Class,01-08-2017,5,4,5,5,3,5,yes
Turkish Airlines,9,27-08-2017,Couple Leisure,Economy Class,01-08-2017,5,4,3,4,3,4,yes
Turkish Airlines,3,22-08-2017,Family Leisure,Economy Class,01-08-2017,3,4,4,5,1,3,no
Turkish Airlines,10,21-08-2017,Solo Leisure,Economy Class,01-06-2017,5,5,5,5,5,5,yes
Turkish Airlines,8,20-08-2017,Family Leisure,Business Class,01-07-2017,4,4,4,4,3,4,yes
Turkish Airlines,2,17-08-2017,Solo Leisure,Economy Class,01-07-2017,2,2,2,2,1,1,no
Turkish Airlines,10,16-08-2017,Solo Leisure,Economy Class,01-08-2017,5,5,5,5,5,5,yes
Turkish Airlines,3,15-08-2017,Solo Leisure,Economy Class,01-08-2017,3,3,2,3,3,1,no
Turkish Airlines,5,12-08-2017,Couple Leisure,Economy Class,01-07-2017,2,4,4,5,1,3,yes
Turkish Airlines,5,11-08-2017,Family Leisure,Economy Class,01-08-2017,3,1,3,3,1,3,yes
Turkish Airlines,8,10-08-2017,Solo Leisure,Economy Class,01-08-2017,3,4,3,1,1,4,yes
Turkish Airlines,2,09-08-2017,Family Leisure,Economy Class,01-07-2017,2,3,2,2,1,1,no
Turkish Airlines,1,09-08-2017,Couple Leisure,Economy Class,01-08-2017,3,4,2,3,1,2,no
Turkish Airlines,3,05-08-2017,Family Leisure,Economy Class,01-07-2017,2,3,3,4,1,4,no
Turkish Airlines,10,04-08-2017,Family Leisure,Business Class,01-06-2017,5,5,5,5,2,5,yes
Turkish Airlines,10,04-08-2017,Family Leisure,Business Class,01-06-2017,3,5,5,5,3,5,yes
Turkish Airlines,9,19-07-2017,Business,Economy Class,01-07-2017,3,5,5,5,5,5,yes
Turkish Airlines,9,18-07-2017,Solo Leisure,Business Class,01-07-2017,5,5,5,4,5,5,yes
Turkish Airlines,9,12-07-2017,Family Leisure,Economy Class,01-07-2017,3,3,5,4,4,5,yes
Turkish Airlines,1,10-07-2017,Business,Business Class,01-05-2017,2,2,3,2,2,1,no
Turkish Airlines,8,09-07-2017,Couple Leisure,Business Class,01-07-2017,4,4,5,5,5,5,yes
Turkish Airlines,6,09-07-2017,Couple Leisure,Economy Class,01-06-2017,5,3,5,5,4,4,no
Turkish Airlines,8,07-07-2017,Family Leisure,Economy Class,01-06-2016,3,4,5,4,4,5,yes
Turkish Airlines,7,07-07-2017,Solo Leisure,Economy Class,01-06-2017,1,5,5,3,3,4,yes
Turkish Airlines,6,03-07-2017,Solo Leisure,Economy Class,01-05-2017,2,3,3,4,1,3,no
Turkish Airlines,9,03-07-2017,Business,Business Class,01-06-2017,4,5,5,5,4,5,yes
Turkish Airlines,8,01-07-2017,Business,Business Class,01-06-2017,5,1,4,3,2,4,yes
Turkish Airlines,8,29-06-2017,Couple Leisure,Business Class,01-06-2017,5,4,3,5,4,4,yes
Turkish Airlines,7,27-06-2017,Solo Leisure,Economy Class,01-05-2017,3,4,3,4,4,3,yes
Turkish Airlines,7,27-06-2017,Solo Leisure,Economy Class,01-05-2017,3,4,3,4,4,3,yes
Turkish Airlines,8,27-06-2017,Business,Business Class,01-06-2017,3,5,4,3,3,5,yes
Turkish Airlines,2,22-06-2017,Solo Leisure,Economy Class,01-06-2017,4,1,3,3,1,1,no
Turkish Airlines,8,22-06-2017,Solo Leisure,Economy Class,01-06-2017,4,5,4,4,5,5,yes
Turkish Airlines,8,22-06-2017,Solo Leisure,Business Class,01-06-2017,5,5,5,5,1,5,yes
Turkish Airlines,7,17-06-2017,Business,Business Class,01-06-2017,4,5,3,3,5,4,yes
Turkish Airlines,10,05-06-2017,Solo Leisure,Economy Class,01-05-2017,5,5,5,4,5,5,yes
Turkish Airlines,7,04-06-2017,Solo Leisure,Economy Class,01-05-2017,2,4,5,5,5,5,yes
Turkish Airlines,7,30-05-2017,Solo Leisure,Economy Class,01-05-2017,3,4,4,3,3,4,yes
Turkish Airlines,8,30-05-2017,Solo Leisure,Economy Class,01-05-2017,3,4,4,3,3,4,yes
Turkish Airlines,8,27-05-2017,Couple Leisure,Business Class,01-05-2017,4,4,5,3,4,5,yes
Turkish Airlines,8,20-05-2017,Business,Business Class,01-05-2017,4,5,4,4,2,3,yes
Turkish Airlines,9,18-05-2017,Family Leisure,Economy Class,01-05-2017,4,4,3,5,4,4,yes
Turkish Airlines,8,17-05-2017,Solo Leisure,Economy Class,01-05-2017,4,5,3,4,4,5,yes
Turkish Airlines,4,06-05-2017,Solo Leisure,Economy Class,01-04-2017,2,3,2,4,3,3,yes
Turkish Airlines,10,02-05-2017,Family Leisure,Economy Class,01-04-2017,5,5,5,5,4,5,yes
Turkish Airlines,5,02-05-2017,Couple Leisure,Economy Class,01-05-2017,4,1,2,5,3,4,no
Turkish Airlines,8,30-04-2017,Business,Business Class,01-04-2017,5,3,3,5,4,5,yes
Turkish Airlines,8,26-04-2017,Business,Business Class,01-04-2017,4,5,5,5,3,5,yes
Turkish Airlines,10,25-04-2017,Couple Leisure,Economy Class,01-04-2017,5,5,5,5,4,5,yes
Turkish Airlines,9,24-04-2017,Business,Economy Class,01-04-2017,4,4,5,4,4,5,yes
Turkish Airlines,2,23-04-2017,Solo Leisure,Economy Class,01-04-2017,3,4,3,3,1,1,no
Turkish Airlines,3,23-04-2017,Couple Leisure,Economy Class,01-04-2017,2,4,1,5,3,2,no
Turkish Airlines,6,22-04-2017,Solo Leisure,Economy Class,01-04-2017,1,3,5,2,1,3,yes
Turkish Airlines,10,22-04-2017,Couple Leisure,Economy Class,01-04-2017,5,5,5,4,5,5,yes
Turkish Airlines,10,21-04-2017,Solo Leisure,Economy Class,01-12-2016,4,5,5,5,5,5,yes
Turkish Airlines,1,19-04-2017,Family Leisure,Economy Class,01-04-2017,1,1,1,2,1,1,no
Turkish Airlines,4,18-04-2017,Couple Leisure,Economy Class,01-04-2017,2,4,2,3,1,3,no
Turkish Airlines,9,18-04-2017,Solo Leisure,Economy Class,01-03-2017,5,5,5,5,5,5,yes
Turkish Airlines,9,14-04-2017,Solo Leisure,Economy Class,01-03-2017,5,5,5,5,5,5,yes
Turkish Airlines,9,14-04-2017,Solo Leisure,Business Class,01-04-2017,4,5,5,5,5,5,yes
Turkish Airlines,1,13-04-2017,Couple Leisure,Economy Class,01-04-2017,2,3,1,2,1,1,no
Turkish Airlines,9,31-03-2017,Family Leisure,Economy Class,01-03-2017,4,5,5,5,5,5,yes
Turkish Airlines,9,29-03-2017,Business,Business Class,01-03-2017,5,4,4,4,5,5,yes
Turkish Airlines,9,25-03-2017,Solo Leisure,Economy Class,01-03-2017,4,5,5,5,5,5,yes
Turkish Airlines,6,22-03-2017,Business,Business Class,01-03-2017,4,3,2,3,4,3,yes
Turkish Airlines,6,17-03-2017,Solo Leisure,Economy Class,01-08-2016,3,2,5,4,3,3,yes
Turkish Airlines,9,16-03-2017,Couple Leisure,Economy Class,01-03-2017,3,5,5,4,5,5,yes
Turkish Airlines,10,12-03-2017,Solo Leisure,Economy Class,01-03-2017,5,5,5,5,5,5,yes
Turkish Airlines,7,04-03-2017,Couple Leisure,Economy Class,01-02-2017,2,4,4,4,3,3,yes
Turkish Airlines,1,02-03-2017,Business,Economy Class,01-03-2017,2,1,1,2,1,1,no
Turkish Airlines,2,02-03-2017,Couple Leisure,Economy Class,01-02-2017,2,1,2,4,1,2,no
Turkish Airlines,1,27-02-2017,Couple Leisure,Economy Class,01-02-2017,1,4,4,3,1,2,no
Turkish Airlines,7,26-02-2017,Business,Economy Class,01-02-2017,4,5,4,4,4,4,yes
Turkish Airlines,10,23-02-2017,Solo Leisure,Economy Class,01-02-2017,4,5,5,5,5,5,yes
Turkish Airlines,5,22-02-2017,Solo Leisure,Economy Class,01-02-2017,3,5,4,1,1,3,yes
Turkish Airlines,10,16-02-2017,Business,Business Class,01-02-2017,5,5,5,5,5,5,yes
Turkish Airlines,10,10-02-2017,Business,Business Class,01-02-2017,5,4,5,5,5,5,yes
Turkish Airlines,9,09-02-2017,Family Leisure,Economy Class,01-02-2017,3,5,5,5,4,5,yes
Turkish Airlines,10,01-02-2017,Family Leisure,Economy Class,01-01-2017,5,5,5,5,5,5,yes
Turkish Airlines,1,30-01-2017,Solo Leisure,Economy Class,01-12-2016,2,3,3,2,1,1,no
Turkish Airlines,9,23-01-2017,Family Leisure,Economy Class,01-01-2017,3,5,5,4,4,5,yes
Turkish Airlines,3,22-01-2017,Solo Leisure,Economy Class,01-01-2017,2,2,3,2,1,2,no
Turkish Airlines,1,20-01-2017,Business,Economy Class,01-12-2016,1,1,1,1,1,1,no
Turkish Airlines,8,19-01-2017,Solo Leisure,Economy Class,01-01-2017,4,5,4,5,5,5,yes
Turkish Airlines,9,18-01-2017,Solo Leisure,Economy Class,01-10-2016,4,5,5,5,3,5,yes
Turkish Airlines,8,17-01-2017,Solo Leisure,Business Class,01-01-2017,4,5,5,4,3,5,yes
Turkish Airlines,1,17-01-2017,Business,Business Class,01-01-2017,3,5,5,5,1,2,no
Turkish Airlines,10,16-01-2017,Solo Leisure,Economy Class,01-10-2016,4,5,5,5,5,5,yes
Turkish Airlines,1,14-01-2017,Business,Economy Class,01-01-2017,2,1,2,3,1,2,no
Turkish Airlines,9,14-01-2017,Couple Leisure,Economy Class,01-12-2016,4,4,4,5,5,5,yes
Turkish Airlines,1,12-01-2017,Solo Leisure,Business Class,01-01-2017,2,3,2,2,1,1,no
Turkish Airlines,1,11-01-2017,Couple Leisure,Economy Class,01-01-2017,2,3,3,3,1,1,no
Turkish Airlines,4,10-01-2017,Couple Leisure,Economy Class,01-01-2017,1,2,3,5,1,2,no
Turkish Airlines,8,10-01-2017,Business,Business Class,01-01-2017,5,4,5,5,4,4,yes
Turkish Airlines,6,09-01-2017,Couple Leisure,Business Class,01-12-2016,4,3,5,5,2,3,no
Turkish Airlines,1,08-01-2017,Couple Leisure,Economy Class,01-12-2016,3,2,1,3,2,2,no
Turkish Airlines,6,03-01-2017,Couple Leisure,Economy Class,01-12-2016,1,4,5,4,4,5,no
Turkish Airlines,9,31-12-2016,Solo Leisure,Business Class,01-12-2016,4,5,5,5,5,5,yes
Turkish Airlines,9,29-12-2016,Solo Leisure,Economy Class,01-12-2016,4,5,5,5,4,5,yes
Turkish Airlines,8,26-12-2016,Couple Leisure,Business Class,01-12-2016,5,4,4,3,5,5,yes
Turkish Airlines,8,22-12-2016,Solo Leisure,Economy Class,01-12-2016,4,4,5,4,3,4,yes
Turkish Airlines,9,22-12-2016,Business,Business Class,01-12-2016,4,5,3,3,5,4,yes
Turkish Airlines,7,21-12-2016,Couple Leisure,Business Class,01-12-2016,4,4,4,4,3,4,yes
Turkish Airlines,8,21-12-2016,Couple Leisure,Economy Class,01-12-2016,4,4,4,2,5,4,yes
Turkish Airlines,10,19-12-2016,Family Leisure,Economy Class,01-12-2016,5,5,5,5,4,5,yes
Turkish Airlines,4,17-12-2016,Business,Business Class,01-12-2016,3,3,3,5,1,2,no
Turkish Airlines,8,09-12-2016,Couple Leisure,Economy Class,01-11-2016,4,4,4,5,3,5,yes
Turkish Airlines,1,08-12-2016,Solo Leisure,Economy Class,01-09-2016,2,2,3,2,1,1,no
Turkish Airlines,3,07-12-2016,Family Leisure,Economy Class,01-12-2016,3,2,2,5,3,3,no
Turkish Airlines,9,05-12-2016,Solo Leisure,Business Class,01-12-2016,5,5,5,4,4,5,yes
Turkish Airlines,10,29-11-2016,Solo Leisure,Economy Class,01-11-2016,4,5,5,2,5,5,yes
Turkish Airlines,9,29-11-2016,Solo Leisure,Economy Class,01-03-2016,5,5,5,4,4,4,yes
Turkish Airlines,10,28-11-2016,Solo Leisure,Economy Class,01-05-2016,4,4,5,4,4,5,yes
Turkish Airlines,9,27-11-2016,Business,Business Class,01-11-2016,5,4,5,5,3,5,yes
Turkish Airlines,4,26-11-2016,Business,Business Class,01-11-2016,4,1,1,2,5,2,no
Turkish Airlines,8,20-11-2016,Family Leisure,Economy Class,01-10-2016,4,2,4,5,3,5,yes
Turkish Airlines,8,20-11-2016,Business,Business Class,01-11-2016,5,4,5,5,2,5,yes
Turkish Airlines,3,19-11-2016,Family Leisure,Economy Class,01-12-2015,3,4,4,3,3,4,no
Turkish Airlines,1,13-11-2016,Business,Business Class,01-11-2016,1,1,2,2,1,1,no
Turkish Airlines,9,12-11-2016,Couple Leisure,Business Class,01-11-2016,4,5,5,5,5,4,yes
Turkish Airlines,5,11-11-2016,Couple Leisure,Business Class,01-10-2016,5,4,3,5,1,3,no
Turkish Airlines,10,11-11-2016,Solo Leisure,Business Class,01-08-2016,5,5,5,4,5,5,yes
Turkish Airlines,10,07-11-2016,Business,Business Class,01-11-2016,3,5,5,3,5,5,yes
Turkish Airlines,3,05-11-2016,Business,Economy Class,01-10-2016,3,2,3,1,3,1,no
Turkish Airlines,2,05-11-2016,Business,Economy Class,01-11-2016,1,2,1,3,2,2,no
Turkish Airlines,8,04-11-2016,Couple Leisure,Economy Class,01-11-2016,3,4,4,4,5,5,yes
Turkish Airlines,7,04-11-2016,Solo Leisure,Economy Class,01-10-2016,3,4,3,1,5,4,yes
Turkish Airlines,4,02-11-2016,Solo Leisure,Economy Class,01-10-2016,1,1,4,2,5,3,no
Turkish Airlines,3,01-11-2016,Solo Leisure,Business Class,01-10-2016,1,2,2,1,2,3,no
Turkish Airlines,4,23-10-2016,Solo Leisure,Economy Class,01-12-2015,4,1,4,4,1,3,no
Turkish Airlines,10,21-10-2016,Business,Business Class,01-10-2016,5,4,5,5,5,5,yes
Turkish Airlines,5,20-10-2016,Solo Leisure,Economy Class,01-10-2016,3,2,4,2,3,3,no
Turkish Airlines,9,18-10-2016,Couple Leisure,Economy Class,01-03-2016,4,4,4,5,4,4,yes
Turkish Airlines,1,18-10-2016,Solo Leisure,Economy Class,01-10-2016,1,5,3,3,1,1,no
Turkish Airlines,10,09-10-2016,Business,Business Class,01-10-2016,5,5,5,5,3,5,yes
Turkish Airlines,9,07-10-2016,Solo Leisure,First Class,01-10-2016,4,5,4,4,3,5,yes
Turkish Airlines,10,07-10-2016,Couple Leisure,Business Class,01-10-2016,5,5,5,4,5,5,yes
Turkish Airlines,9,05-10-2016,Business,Economy Class,01-10-2016,4,5,5,5,4,5,yes
Turkish Airlines,8,04-10-2016,Solo Leisure,Business Class,01-09-2016,5,4,5,4,3,4,yes
Turkish Airlines,4,25-09-2016,Solo Leisure,Economy Class,01-09-2016,3,3,3,3,2,5,no
Turkish Airlines,8,24-09-2016,Business,Business Class,01-09-2016,4,5,5,3,1,4,yes
Turkish Airlines,8,24-09-2016,Business,Economy Class,01-09-2016,4,4,5,4,4,4,yes
Turkish Airlines,8,24-09-2016,Couple Leisure,Economy Class,01-09-2016,3,4,4,3,4,5,yes
Turkish Airlines,4,22-09-2016,Solo Leisure,Economy Class,01-09-2016,2,3,3,2,1,2,no
Turkish Airlines,1,20-09-2016,Couple Leisure,Economy Class,01-09-2016,1,1,1,1,1,1,no
Turkish Airlines,1,19-09-2016,Couple Leisure,Economy Class,01-09-2016,2,3,3,3,1,2,no
Turkish Airlines,1,17-09-2016,Couple Leisure,Business Class,01-09-2016,4,4,3,3,1,1,no
Turkish Airlines,8,13-09-2016,Solo Leisure,Business Class,01-09-2016,5,5,5,4,3,5,yes
Turkish Airlines,3,12-09-2016,Solo Leisure,Economy Class,01-09-2016,2,2,2,3,1,3,no
Turkish Airlines,9,10-09-2016,Business,Business Class,01-09-2016,3,5,5,5,4,5,yes
Turkish Airlines,9,01-09-2016,Business,Economy Class,01-09-2016,4,4,4,5,4,4,yes
Turkish Airlines,7,01-09-2016,Solo Leisure,Economy Class,01-08-2016,2,4,5,3,4,5,yes
Turkish Airlines,3,26-08-2016,Solo Leisure,Economy Class,01-08-2016,3,4,5,1,3,3,no
Turkish Airlines,9,25-08-2016,Solo Leisure,Economy Class,01-06-2016,4,5,5,2,4,5,yes
Turkish Airlines,9,24-08-2016,Solo Leisure,Economy Class,01-08-2016,3,4,5,5,4,4,yes
Turkish Airlines,9,21-08-2016,Solo Leisure,Business Class,01-08-2016,5,5,5,5,5,5,yes
Turkish Airlines,6,21-08-2016,Business,Economy Class,01-08-2016,2,2,4,1,2,3,yes
Turkish Airlines,1,16-08-2016,Couple Leisure,Economy Class,01-08-2016,2,1,1,3,1,2,no
Turkish Airlines,1,15-08-2016,Couple Leisure,Economy Class,01-08-2016,2,1,2,3,1,1,no
Turkish Airlines,4,14-08-2016,Family Leisure,Economy Class,01-08-2016,1,3,3,4,2,4,no
Turkish Airlines,1,11-08-2016,Solo Leisure,Economy Class,01-07-2016,3,2,2,4,1,1,no
Turkish Airlines,10,09-08-2016,Solo Leisure,Economy Class,01-03-2016,5,5,5,5,5,5,yes
Turkish Airlines,10,08-08-2016,Couple Leisure,Business Class,01-07-2016,5,5,5,5,5,5,yes
Turkish Airlines,9,06-08-2016,Business,Business Class,01-08-2016,5,4,5,5,5,5,yes
Turkish Airlines,1,05-08-2016,Family Leisure,Economy Class,01-08-2016,3,4,2,5,1,2,no
Turkish Airlines,9,05-08-2016,Solo Leisure,Economy Class,01-08-2016,4,5,5,5,3,5,yes
Turkish Airlines,5,05-08-2016,Solo Leisure,Economy Class,01-07-2016,1,2,2,4,1,3,no
Turkish Airlines,3,04-08-2016,Solo Leisure,Economy Class,01-07-2016,1,2,2,4,1,3,no
